Paraná | Todos os Municípios
Município [-],Código [-],Gentílico [-],Prefeito [2025],Área Territorial - km² [2024],População no último censo - pessoas [2022],Densidade demográfica - hab/km² [2022],População estimada - pessoas [2024],Escolarização <span>6 a 14 anos</span> - % [2010],IDHM <span>Índice de desenvolvimento humano municipal</span> [2010],Mortalidade infantil - óbitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2023],Total de despesas brutas empenhadas - R$ [2023],PIB per capita - R$ [2021],
Tamarana,4126678,tamaranense,LUZIA HARUE SUZUKAWA,472.155,10707,22.68,10645,94.4,0.621,23.39,91727623.75,81977129.32,25633.93,
Tamboara,4126702,tamboarense,GIOVANE MONTEIRO DA SILVA,193.346,4880,25.24,4979,98.3,0.731,37.74,38303935.77,36432991.07,24312.5,
Tapejara,4126801,tapejarense,RONALDO ADRIANO VILAS BOAS,591.399,15869,26.83,16255,98.3,0.703,12.42,128728144.01,109854927.68,30138.8,
Tapira,4126900,tapirense,RONALD ROGÉRIO LOPES SMARZARO,434.371,5745,13.23,5813,99.2,0.697,18.18,55198079.7,51369550.42,28143.29,
Teixeira Soares,4127007,teixeira-soarense,IVANOR LUIZ MULLER,902.801,9547,10.57,9581,96.8,0.671,23.62,100453619.24,91811836.79,48305.51,
Telêmaco Borba,4127106,telêmaco-borbense,RITA MARA DE PAULA ARAUJO,1382.860,75042,54.27,77182,98.4,0.734,10.97,522751471.95,470738306.22,60971.64,
Terra Boa,4127205,terra-bonense,VALTER PERES,320.850,17568,54.75,18048,98.8,0.728,32.79,133788251.52,120554599.09,32908.97,
Terra Rica,4127304,terra-riquense,AGNALDO DE SOUZA COSTA,700.599,14842,21.18,14989,98.8,0.710,12.66,127916576.66,110397046.32,22058.69,
Terra Roxa,4127403,terra-roxense,IVAN REIS DA SILVA,800.807,18119,22.63,18548,97.7,0.714,20.66,154201744.74,134369118.09,50881.4,
Tibagi,4127502,tibagiano,RILDO EMANOEL LEONARDI,2977.933,19961,6.70,20304,96.6,0.664,3.5,200312149.43,163856952.92,69611.31,
Tijucas do Sul,4127601,tijuquense / tijucano,JOSÉ ALTAIR MOREIRA,671.889,17621,26.23,18279,97.2,0.636,13.76,129359230.63,125986993.04,33328.52,
Toledo,4127700,toledano,MARIO CESAR COSTENARO,1198.049,150470,125.60,158620,98.8,0.768,8.81,1104883242.92,1090843405.75,51745.73,
Tomazina,4127809,tomazinense,CEZAR BUENO DE MELO,591.438,8426,14.25,8495,98.4,0.699,11.49,66647817.88,55959805.95,42105.95,
Três Barras do Paraná,4127858,tribarrense,GERSO FRANCISCO GUSSO,505.505,11135,22.03,11197,98.3,0.681,-,105569148.32,90629440.43,36223.55,
Tunas do Paraná,4127882,tunense,MARCO ANTONIO BALDÃO,668.478,6219,9.30,6302,97.4,0.611,17.09,64816436.53,58658016.15,15551.33,
Tuneiras do Oeste,4127908,tuneirense,GUERINO MENDONÇA DOS SANTOS,698.871,8067,11.54,8095,97.7,0.695,11.49,61637730.85,51058364,27492.5,
Tupãssi,4127957,tupãssiense,JOSE CARLOS MARIUSSI,299.769,8077,26.94,8204,98.5,0.730,27.03,76107491.88,72641918.5,53232.85,
Turvo,4127965,turvense,ANTONIO MARCOS SEGURO,939.182,14231,15.16,14443,97.5,0.672,14.49,122777210.74,100704993.45,46362.98,
Ubiratã,4128005,ubiratense,FABIO DE OLIVEIRA DALECIO,652.581,24749,37.92,25517,97.7,0.739,5.97,205146173.68,171261828.15,82368.19,
Umuarama,4128104,umuaramense,ANTONIO FERNANDO SCANAVACA,1234.537,117095,94.85,121972,97.9,0.761,13.13,782081262.21,760232680.32,36183.64,
União da Vitória,4128203,união-vitoriense,ARY CARNEIRO JUNIOR,719.998,55033,76.43,56397,98.2,0.740,10.25,321585464.85,346428841.94,33607.71,
Uniflor,4128302,uniflorense,MAYCON RODRIGO RODRIGUES DE SOUZA,94.819,2136,22.53,2121,98.3,0.720,-,35806352.79,31044213.75,38081.98,
Uraí,4128401,uraiense,ANGELO TARANTINI FILHO,237.810,10406,43.76,10407,98.6,0.721,-,61027963.19,54217214.7,32748.89,
Wenceslau Braz,4128500,brazense,LUIZ CARLOS VIDAL,397.916,19188,48.22,19430,98.2,0.687,22.64,111960106.94,106037501.3,36742.11,
Ventania,4128534,ventaniense,JOSE LUIZ BITTENCOURT,819.334,9681,11.82,9779,95.7,0.650,23.81,80621130.26,62835457.28,28338.49,
Vera Cruz do Oeste,4128559,vera-cruzense,EDNEI SGOBI,326.947,8215,25.12,8227,97.7,0.699,-,62861471.75,50668612.32,40663.64,
Verê,4128609,vereense,PAULO ROBERTO WEISSHEIMER,311.801,7932,25.44,8051,98.1,0.720,20.2,72261267.58,68405173.72,70446.49,
Alto Paraíso,4128625,altoparaisense,LUIZ ELISEU DOS SANTOS,967.772,3055,3.16,3077,99.4,0.678,-,56462728.3,50528419.63,43223.91,
Doutor Ulysses,4128633,ulyssense,ESEQUIEL BESTEL JUNIOR,777.482,5697,7.33,5773,94.4,0.546,-,45643892.67,42697574.07,17958.74,
Virmond,4128658,virmondense,FERNANDO MIERZVA,249.065,3811,15.30,3842,99.5,0.722,-,40345891.52,40840340.42,46837.97,
Vitorino,4128708,vitorinense,MARCIANO VOTTRI,308.218,9706,31.49,10280,97.4,0.702,20.41,73534641.91,71561720.41,72445.13,
Xambrê,4128807,xambrense,DECIO JARDIM,359.712,5798,16.12,5851,98.6,0.706,-,59365335.6,56195477.28,21426.52,

<table class="fontes-container"><tr><th>Notas:</th></tr><tr><td>Escolarização <span>6 a 14 anos</span>: [população residente no município de 6 a 14 anos de idade matriculada no ensino regular/total de população residente no município de 6 a 14 anos de idade] x 100</td></tr><tr><th>Fontes:</th></tr><tr><td>Área Territorial: Área territorial brasileira 2022. Rio de Janeiro: IBGE, 2023</td></tr><tr><td>População no último censo: Censo 2022: População e Domicílios - Primeiros Resultados - Atualizado em 22/12/2023</td></tr><tr><td>Densidade demográfica: Censo 2022: População e Domicílios - Primeiros Resultados - Atualizado em 22/12/2023</td></tr><tr><td>População estimada: IBGE, Diretoria de Pesquisas, Coordenação de População e Indicadores Sociais, Estimativas da população residente com data de referência 1o de julho de 2024</td></tr><tr><td>Escolarização <span>6 a 14 anos</span>: IBGE, Censo Demográfico 2010</td></tr><tr><td>IDHM <span>Índice de desenvolvimento humano municipal</span>: Programa das Nações Unidas para o Desenvolvimento - PNUD</td></tr><tr><td>Mortalidade infantil: Ministério da Saúde, Departamento de Informática do Sistema Único de Saúde - DATASUS 2022</td></tr><tr><td>Total de receitas brutas realizadas: Siconfi: Sistema de Informações Contábeis e Fiscais do Setor Público Brasileiro. Brasília, DF, [2023]. Disponível em: https://siconfi.tesouro.gov.br/siconfi/pages/public/consulta_finbra/finbra_list.jsf. Acesso em: jun. 2024, Contas anuais. Receitas orçamentárias realizadas (Anexo I-C) 2023 e Despesas orçamentárias empenhadas (Anexo I-D) 2023. In: Brasil. Secretaria do Tesouro Nacional</td></tr><tr><td>Total de despesas brutas empenhadas: Siconfi: Sistema de Informações Contábeis e Fiscais do Setor Público Brasileiro. Brasília, DF, [2023]. Disponível em: https://siconfi.tesouro.gov.br/siconfi/pages/public/consulta_finbra/finbra_list.jsf. Acesso em: jun. 2024, Contas anuais. Receitas orçamentárias realizadas (Anexo I-C) 2023 e Despesas orçamentárias empenhadas (Anexo I-D) 2023. In: Brasil. Secretaria do Tesouro Nacional</td></tr><tr><td>PIB per capita: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca de Manaus - SUFRAMA</td></tr></table>
