Rio Grande do Sul | Todos os Municípios
Município [-],Código [-],Gentílico [-],Prefeito [2025],Área Territorial - km² [2024],População no último censo - pessoas [2022],Densidade demográfica - hab/km² [2022],População estimada - pessoas [2024],Escolarização <span>6 a 14 anos</span> - % [2010],IDHM <span>Índice de desenvolvimento humano municipal</span> [2010],Mortalidade infantil - óbitos por mil nascidos vivos [2023],Total de receitas brutas realizadas - R$ [2024],Total de despesas brutas empenhadas - R$ [2024],PIB per capita - R$ [2021],
Mormaço,4312427,mormacense,ALEXANDRE ANTONIO VIEIRA,146.191,2756,18.85,2815,97.8,0.714,66.67,38808170.57,34384659.38,48847.68,
Morrinhos do Sul,4312443,morrinhense,MARCOS VENICIOS EVALDT DA SILVEIRA,166.224,3071,18.48,3134,100,0.711,-,40270601.81,37388054.61,28178.72,
Morro Redondo,4312450,morro-redondense,RUI VALDIR OTTO BRIZOLARA,244.645,6046,24.71,6169,98.5,0.702,-,43274685.28,35629975.31,20039.8,
Morro Reuter,4312476,morroreutense,AIRTON BOHN,87.037,6029,67.43,6163,96.7,0.743,-,56212308.85,51623569.84,41729.98,
Mostardas,4312500,mostardense,GILNEI JOSÉ NAZARETH DE SOUZA,1977.442,12090,6.11,12346,96.6,0.664,7.46,94149399.98,84982781.15,49916.42,
Muçum,4312609,muçunense,MATEUS GIOVANONI TROJAN,111.247,4601,41.36,4694,97.2,0.746,75,75263842.13,63523333.79,60771.23,
Muitos Capões,4312617,caponense,LUCIANO DEBONA,1193.230,2879,2.41,2938,92.8,0.702,27.03,56904962.65,51102190.59,352413.31,
Muliterno,4312625,muliternense,CLEUCIR VIDI,110.969,1721,15.49,1755,95.2,0.689,-,29059016.62,26940083.02,48389.03,
Não-Me-Toque,4312658,não-me-toquense,GILSON DOS SANTOS,361.689,17898,49.48,18314,98.9,0.765,4.41,182857585.39,166971201.51,123422.26,
Nicolau Vergueiro,4312674,nicolau-vergueirense,MARCELO FELINI,154.995,1932,12.46,1979,97.4,0.753,-,34055135.99,32493709.36,87733.01,
Nonoai,4312708,nonoaiense,ADRIANE PERIN DE OLIVEIRA,468.962,13719,29.25,14056,96.2,0.702,21.16,98158532.61,93339640.08,45403.84,
Nova Alvorada,4312757,nova-alvoradense,EDILSON ANTONIO ROMANINI,148.861,3163,21.25,3229,96.7,0.740,-,45812837.22,36359660.05,63973.55,
Nova Araçá,4312807,araçaense,HENRIQUE OCCHI PERETTI,75.514,4954,65.60,5086,100,0.785,27.52,56190699.78,40882147.38,66917.24,
Nova Bassano,4312906,bassanense,JOÃO PAULO MAROSO,211.611,9649,45.60,9877,98.6,0.747,-,79606775.52,74152734.65,79512.9,
Nova Boa Vista,4312955,boa-vistense,CLEBER BADIN,93.733,2042,21.79,2088,98.5,0.768,-,41010346.09,37623076.31,83964.24,
Nova Bréscia,4313003,bresciense,ANGELO ANTONIO BARBIERI,102.994,3044,29.56,3105,99.5,0.778,-,56390561.75,54141842.63,42195.23,
Nova Candelária,4313011,nova-candelariense,ARI EDMUNDO ROEHRS,97.579,3061,31.37,3134,97.9,0.759,-,47593487.62,40261626.22,85704.31,
Nova Esperança do Sul,4313037,nova-esperancense,IVORI ANTONIO GUASSO JUNIOR,191.772,4865,25.47,4974,100,0.735,20.83,43678629.29,40706665.98,31539.73,
Nova Hartz,4313060,nova-hartense,NERI CARLOS BUENO CHICATTO,62.088,20088,322.34,20539,95.6,0.689,4.13,119430710.04,103822054.79,36379.38,
Nova Pádua,4313086,paduense,ITAMAR BERNARDI,102.643,2343,22.83,2390,100,0.761,-,40122106.36,33454052.08,39098.98,
Nova Palma,4313102,nova-palmense,JUCEMARA ROSSATO,314.613,5586,17.76,5683,97.9,0.744,-,54091581.59,45969819.17,58703.35,
Nova Petrópolis,4313201,nova-petropolitano,DANIEL CARLOS MICHAELSEN,290.164,23300,80.30,23889,98.8,0.780,4.17,166511056.23,162056581.93,44789.05,
Nova Prata,4313300,nova-pratense,UMBERTO LUIZ CARNEVALLI,259.941,25692,98.84,26587,99.3,0.766,9.65,197923678.55,194268219.28,61740.72,
Nova Ramada,4313334,nova-ramadense,ALZEVIR LOTARIO DE MARCHI,255.264,2163,8.47,2201,98.6,0.742,-,43494716.55,36324035.05,138805.04,
Nova Roma do Sul,4313359,nova-romense,ROBERTO PANAZZOLO,149.767,3466,23.14,3543,98.2,0.741,-,50940708.5,47534914.56,45232.13,
Nova Santa Rita,4313375,nova-santaritense,RODRIGO AMADEO BATTISTELLA,218.094,29024,133.04,30121,97.5,0.718,11.14,272297469.79,247958217.13,81606.01,
Novo Cabrais,4313391,cabraisense,LEODEGAR RODRIGUES,192.998,3568,18.49,3636,98.8,0.688,-,40319417.93,30210492.59,31363.74,
Novo Hamburgo,4313409,novo-hamburguense,GUSTAVO DIOGO FINCK,222.548,227646,1022.96,235879,97,0.747,9.99,1575297274.64,1663128249.42,40589.43,
Novo Machado,4313425,novo-machadense,VALDECI NATALINO DALLENOGARE,218.836,3198,14.61,3246,97.6,0.663,-,40079051.05,35748159.65,58399.67,
Novo Tiradentes,4313441,tiradentense,LUIZ CARLOS BENEDETTE,75.428,2146,28.45,2188,98.8,0.676,55.56,38265978.03,32255180.91,34137.89,
Novo Xingu,4313466,xinguense,GELCIO MARTINELLI,79.851,1646,20.61,1678,99.5,0.767,-,31376665.97,25311142.7,44007.49,
Novo Barreiro,4313490,novo-barreirense,MARCIA RAQUEL RODRIGUES PRESOTTO,123.344,4272,34.63,4371,99.2,0.706,27.78,43852793.83,38262173.91,32305.57,
Osório,4313508,osoriense,ROMILDO BOLZAN JÚNIOR,663.878,47396,71.39,48929,97.1,0.751,15.57,371938881.18,325155662.63,38855.58,
Paim Filho,4313607,paim-filhense,GENES JACINTO MOTERLE RIBEIRO,181.998,3629,19.93,3691,98.7,0.706,-,41595397.88,35374434.66,44932.84,
Palmares do Sul,4313656,palmarense,REGIS BAUERMANN,949.201,12844,13.53,13170,95.6,0.715,-,100131542.37,90075641.49,64856.58,
Palmeira das Missões,4313706,palmeirense,EVANDRO LUIS MASSING,1421.101,33216,23.37,34233,98.3,0.737,14.06,248669040.34,210098854.75,67189.91,
Palmitinho,4313805,palmitense,BENHUR DAILOR BARTH,144.181,7839,54.37,8032,98.7,0.720,22.47,55070067.35,52061494.38,38497.82,
Panambi,4313904,panambiense,GUSTAVO CAVALHEIRO,491.570,43515,88.52,45042,99.1,0.761,14.63,337750324.5,285743905.67,71052.72,
Pantano Grande,4313953,pantanense,ALCIDES EMILIO PAGANOTTO,841.225,10212,12.14,10438,98.4,0.661,-,84584303.07,79043213.2,59331.51,
Paraí,4314001,paraiense,GILBERTO ZANOTTO,121.745,7194,59.09,7357,96,0.773,11.36,73236779.76,63001542.26,54464.94,
Paraíso do Sul,4314027,paraisense,CLAITON CLEO MULLER,337.534,6519,19.31,6635,99.2,0.676,19.61,53370400.82,43396283.27,27162.33,
Pareci Novo,4314035,pareciense,LORENI CRISTINA REINHEIMER,57.485,4319,75.13,4433,97.7,0.749,-,58300936.12,48881866.5,35118.04,
Parobé,4314050,parobeense,GILBERTO MIGUEL GOMES JUNIOR,108.560,52058,478.88,53555,96.6,0.704,8.86,294356803.21,251081583.61,23398.44,
Passa Sete,4314068,passasetense,MAURICIO AFONSO RUOSO,304.299,3983,13.09,4036,98.6,0.622,-,44103965.54,35587822.99,22967.57,
Passo do Sobrado,4314076,passo-sobradense,EDGAR THIESEN,265.133,6025,22.72,6154,98.5,0.698,16.67,53965782.72,46396393.22,34730.74,
Passo Fundo,4314100,passo-fundense,PEDRO CÉZAR DE ALMEIDA NETO,784.406,206215,262.89,214564,97.3,0.776,9.35,1156293673.09,1102230983.01,60905.63,
Paulo Bento,4314134,paulobentense,EVANDRO BARATTO,149.669,2144,14.32,2188,99.2,0.710,62.5,32587414.78,28291381.01,85049.56,
Paverama,4314159,paveramense,MICHELE CAROLINE DE VARGAS,171.863,7978,46.42,8146,98.8,0.683,-,53023068.6,49285479.66,28387.36,
Pedras Altas,4314175,pedras altense,VIVIANE MARIA AVILA DE ALBUQUERQUE,1373.985,2061,1.50,2100,94.1,0.640,41.67,49388823.67,49204432.28,200305.43,
Pedro Osório,4314209,pedro-osoriense,RICARDO DUARTE ALVES,603.757,7484,12.40,7634,95.8,0.678,33.33,50524097.57,42569592.82,35227.12,
Pejuçara,4314308,pejuçarense,FLAVIANA BRANDEMBURG BASSO,414.106,3745,9.04,3819,100,0.741,25.64,49243455.53,46044465.55,120888.24,
Pelotas,4314407,pelotense,FERNANDO STEPHAN MARRONI,1608.780,325685,202.44,336131,96.9,0.739,11.32,1832154928.45,1758050375.25,31347.6,
Picada Café,4314423,picadense,DANIEL RUCKERT,84.280,5351,63.49,5470,99.3,0.758,-,52011936.88,44368397.66,66860.05,
Pinhal,4314456,pinhalense,LUIZ CARLOS PINTO RIBEIRO,68.222,2959,43.37,3034,98.4,0.720,-,51146289.36,42865892.45,47787.94,
Pinhal da Serra,4314464,pinhalense,JOSÉ ROBISON RODRIGUES DUARTE,438.110,2248,5.13,2299,95.7,0.650,-,46974389.34,39677386.83,160718.98,
Pinhal Grande,4314472,pinhal-grandense,LUCAS MICHELON,478.110,3805,7.96,3867,97.6,0.678,-,59173136.51,49508430.54,216252.56,
Pinheirinho do Vale,4314498,pinheirinhense,ELTON TATTO,105.385,4540,43.08,4637,97.3,0.710,15.87,41118978.12,36375780.21,26704.69,
Pinheiro Machado,4314506,pinheirense,RONALDO COSTA MADRUGA,2249.176,11214,4.99,11409,97.1,0.661,-,84660712.8,87486751.91,32810.02,
Pinto Bandeira,4314548,pinto bandeirense,ADILSO ANTONIO SALINI,104.801,2723,25.98,2784,-,-,-,34679822.12,28371413.49,24212.76,
Pirapó,4314555,pirapoense,LAURI LUIZ SCHEEREN,281.794,2260,7.69,2260,97.9,0.669,-,33472775.2,28368202.42,42934.46,
Piratini,4314605,piratinense,MARCIO MANETTI PORTO,3538.300,17504,4.95,17792,97.2,0.658,25.64,108061697.58,108665607.89,42437.1,
Planalto,4314704,planaltense,CRISTIANO GNOATTO,228.552,10406,45.53,10624,97.2,0.687,7.75,62935899.97,58220934.08,25359.66,
Poço das Antas,4314753,poçoantense,GLICERIO IVO JUNGES,67.618,2171,32.11,2222,99.1,0.744,43.48,34255125.18,33841789.42,62592.03,
Pontão,4314779,pontanense,LUIS FERNANDO PEREIRA DA SILVA,502.709,3296,6.56,3350,96.8,0.725,-,52787285.41,45364598.16,103467.34,
Ponte Preta,4314787,ponte-pretense,JOSIEL FERNANDO GRISELI,99.504,1575,15.83,1604,100,0.725,-,37725244.38,28059951.54,63989.35,
Portão,4314803,portanense,DELMAR HOFF,159.298,34071,213.88,35237,96.2,0.713,6.41,220666605.32,201399284.5,43654.26,
Porto Alegre,4314902,porto-alegrense,SEBASTIÃO DE ARAÚJO MELO,495.977,1332845,2690.50,1389322,96.6,0.805,8.49,10386669318.45,11520368235.01,54647.38,
Porto Lucena,4315008,porto-lucenense,IURY SOMMER ZABOLOTSKY,250.876,4360,17.38,4424,97.5,0.693,-,38490983.38,36281334.91,30053.37,
Porto Mauá,4315057,porto-mauense,CARLOS CESAR DINON,105.811,2142,20.24,2176,100,0.698,-,36220680,33768733.43,38314.42,
Porto Vera Cruz,4315073,porto-vera-cruzense,JAIME DOMINGOS TAFFAREL,114.284,1560,13.65,1585,100,0.690,-,36374482.72,29224602.47,35939.08,
Porto Xavier,4315107,porto-xavierense,GILBERTO DOMINGOS MENIN,281.497,9938,35.30,10132,99.5,0.723,-,75650008.82,74841134.7,20793.08,
Pouso Novo,4315131,pouso-novense,CARLOS ALBERTO BONACINA,105.338,1739,16.51,1773,96.6,0.715,-,37756874.63,30144219.9,38725.99,
Presidente Lucena,4315149,lucinense,LUIZ JOSÉ SPANIOL,49.628,3077,62.00,3159,98.6,0.757,30.3,44302304.14,34464704.04,71942.18,
Progresso,4315156,progressense,PAULO GILBERTO SCHMITT,256.039,5340,20.86,5430,99,0.683,19.23,47260781.39,42127229.3,26706.68,
Protásio Alves,4315172,protásio-alvense,ITAMAR ANTÔNIO GIRARDI,171.994,2025,11.77,2069,98.1,0.733,-,33521246.8,30967028.6,48347.62,
Putinga,4315206,putinguense,JULIANO MORETTO,216.159,3747,17.33,3814,97.9,0.715,-,50145271.1,45468447.47,34561.44,
Quaraí,4315305,quaraiense,JEFERSON DA SILVA PIRES,3139.995,23500,7.48,23988,99.4,0.704,13.16,126625420.5,107600215.88,27772.79,
Quatro Irmãos,4315313,quatroirmanense,JOÃO PAULO BALBINOT,268.971,1552,5.77,1579,99.6,0.689,-,34446477.14,29416778.74,99979.63,
Quevedos,4315321,quevedense,TAÍS FABIANE DA MAIA FLORES ROSA,543.359,2507,4.61,2555,96.4,0.665,-,38370324.17,34085833.21,107161.62,
Quinze de Novembro,4315354,quinze-novembrense,MARCOS LUIS PETRI,223.072,3910,17.53,4000,100,0.756,-,52539999.77,45676293.4,66960.55,
Redentora,4315404,redentorense,MALBERK ANTOINE KUNST DULLIUS,303.705,9738,32.06,9934,93.5,0.631,15.38,61944329.34,57795166.23,19767.66,
Relvado,4315453,relvadense,CARLOS LUIZ FRAPORTI,108.188,1796,16.60,1828,98.2,0.731,-,41098321.99,34139453.71,39983.85,
Restinga Sêca,4315503,restinguense,NORTON SOARES DA ROSA,968.620,14939,15.42,15213,97.6,0.683,7.19,117599689.68,96496724.01,42887.51,
Rio dos Índios,4315552,riodinhense,FLAVIO GOLIN,235.854,2835,12.02,2874,95.1,0.656,-,42301670.87,35727329.32,53086.08,
Rio Grande,4315602,rio-grandino,DARLENE TORRADA PEREIRA,2682.867,191900,71.53,198958,97.7,0.744,9.8,1297938688.55,1065264520.46,62392.39,
Rio Pardo,4315701,rio-pardense,ROGERIO LUIZ MONTEIRO,2051.112,34654,16.90,35666,96.1,0.693,10.93,202902971.46,175349346.69,36346.75,
Riozinho,4315750,riozinhense,AIRTON TREVIZANI DA ROSA,239.090,4473,18.71,4572,96.5,0.661,-,50465051.68,46571907.14,33173.28,
Roca Sales,4315800,roca-salense,JONES WUNSCH,208.108,10418,50.06,10644,98.7,0.729,8.85,106227247.91,95752779.22,49851.25,
Rodeio Bonito,4315909,rodeiense,PAULO DUARTE,83.278,6654,79.90,6821,99.3,0.732,-,61085335.62,51559892.43,47593.36,
Rolador,4315958,roladorense,JOÃO ALBERTO AQUINO GOMES,295.201,2291,7.76,2332,98.5,0.689,-,37528064.38,28543690.18,71327.05,
Rolante,4316006,rolantense,ALCEU TREVIZANI DA ROSA,296.090,21253,71.78,21733,96.9,0.688,14.71,156880459.86,146987756.45,33884.81,
Ronda Alta,4316105,ronda-altense,MARCOS MIGUEL BEUX,418.675,9777,23.35,9972,94.6,0.724,7.94,73859864.83,64953593.04,44347.96,
Rondinha,4316204,rondinhense,EZEQUIEL PASQUETTI,252.454,4991,19.77,5083,99.1,0.764,-,54953549.21,48731515.86,53421.99,
Roque Gonzales,4316303,roque-gonzalense,FERNANDO MATTES MACHRY,349.084,6576,18.84,6698,97.8,0.688,22.22,55418364.7,52491332.71,64744.41,
Rosário do Sul,4316402,rosariense,MARCOS PAULO SILVA DA LUZ,4343.656,36630,8.43,37700,96.5,0.699,11.99,186911564.15,184216952.02,35245.33,
Sagrada Família,4316428,sagradense,MAURO ROGERIO FERRARI GALATTO,77.889,2480,31.84,2529,98.6,0.678,35.71,38576453.38,35314204.93,31762.83,
Saldanha Marinho,4316436,saldanhense,VOLMAR TELLES DO AMARAL,221.554,2575,11.62,2621,100,0.762,-,41160196.3,38144640.14,97938.15,
Salto do Jacuí,4316451,salto-jacuiense,RONALDO OLIMPIO PEREIRA DE MORAES,507.698,10203,20.10,10373,96.3,0.687,9.35,86756033.46,80280815.71,96983.27,
Salvador das Missões,4316477,salvadorense,VILSON JOSÉ SCHONS,95.952,2877,30.51,2953,100,0.753,28.57,41485072.88,38306284.64,65277.41,
Salvador do Sul,4316501,salvadorense,JOSÉ LAERCE MORALES CEZAR,99.026,6879,69.38,7182,98.8,0.740,-,71904676.54,64138543.62,42339.98,
Sananduva,4316600,sananduvense,CLAITON EDU MONTEIRO DE AGUIAR,504.499,16399,32.51,16759,98.4,0.747,5.71,112898334.11,108146226.02,51509.18,
Santa Bárbara do Sul,4316709,santa-barbarense,LEANDRO CARAFFINI VENERAL,975.799,8122,8.32,8275,99.5,0.725,-,84609299,79738606.52,171000.57,
Santa Cecília do Sul,4316733,ceciliense,LEONARDO PANISSON,200.056,1674,8.37,1710,99.1,0.725,133.33,34097215.26,29661131.36,88269.41,
Santa Clara do Sul,4316758,santa-clarense,MARCIO LUIZ HAAS,86.491,6887,79.67,7067,98.7,0.740,-,57284060.89,57989185.07,50200.65,
Santa Cruz do Sul,4316808,santa-cruzense,SERGIO IVAN MORAES,734.516,133230,181.54,138104,98.3,0.773,7.49,927318285.12,905099248.03,74205,
Santa Maria,4316907,santa-mariense,RODRIGO DECIMO,1780.194,271735,152.64,282244,98.1,0.784,11.34,1259268128.42,1480850940.98,33532.26,
Santa Maria do Herval,4316956,hervalense,GILNEI CAPELETTI,140.437,6340,45.14,6482,88.1,0.676,-,49979075.43,44208235.96,43780.58,
Santa Margarida do Sul,4316972,margaridense,LUIZ FELIPE BRENNER MACHADO,955.299,2596,2.72,2658,99,0.663,-,40767246.54,33379188.65,139226.56,
Santana da Boa Vista,4317004,santanense-da-boa-vista,GARLENO ALVES DA SILVA,1418.805,7024,4.95,7140,98.5,0.633,20,59199397.89,50478245.37,45402.39,
Sant'Ana do Livramento,4317103,santanense,ANA LUIZA MOURA TAROUCO,6946.407,84421,12.15,87296,97.6,0.727,12.83,470675762.84,483698952.79,37330.14,
Santa Rosa,4317202,santa-rosense,ANDERSON MANTEI,489.380,76963,157.27,79395,98.6,0.769,6.86,617390266.98,595157628.44,50513.48,
Santa Tereza,4317251,santa-terezense,GISELE CAUMO,73.669,1505,20.43,1531,98.6,0.746,-,50172060.57,39177782.2,28949.13,
Santa Vitória do Palmar,4317301,vitoriense,ANDRÉ SELAYARAN NICOLETTI,5206.977,30983,5.95,31961,98.5,0.712,6.73,243455983.23,223459410.14,59922.92,
Santiago,4317400,santiaguense,MARCELO GORSKI DE MATOS,2413.419,48938,20.27,50331,98.9,0.766,11.72,266301057.47,264488965.97,41004.58,
Santo Ângelo,4317509,santo-angelense ou angelopolitano,NIVIO BOELTER BRAZ,678.502,76917,113.22,79130,99,0.772,9.09,402540036.75,424888139.6,41012.36,
Santo Antônio do Palma,4317558,palmense,GILBERTO SZIMAINSKI,126.094,2091,16.58,2134,99.2,0.764,-,42502046.8,44803835.79,56561.14,
Santo Antônio da Patrulha,4317608,patrulhense,RODRIGO GOMES MASSULO,1049.583,42947,40.92,44393,96.9,0.717,13.48,251343732.74,231654265.78,38723.81,
Santo Antônio das Missões,4317707,santo-antoniense,FELISBERTO DOS SANTOS FERREIRA,1710.466,10300,6.02,10493,97.3,0.686,-,88093810.57,93757268.7,67869.46,
Santo Antônio do Planalto,4317756,santo-antoniense,VILSON ALTMANN,203.440,2089,10.27,2136,99.2,0.759,62.5,39509837.57,33432349.2,93889.23,
Santo Augusto,4317806,santo-augustense,LILIAN FONTOURA DEPIERE,467.775,13902,29.72,14196,97.7,0.739,25.81,106943378.89,94162160.83,61423.02,
Santo Cristo,4317905,santo-cristense,CHARLES THIELE,367.202,15320,41.72,15656,99.8,0.738,-,108786782.66,110396114.91,55305.62,
Santo Expedito do Sul,4317954,expeditense,VANTUIR DUTRA,125.334,2349,18.70,2395,98.9,0.732,-,30736427.81,25611595.34,56384.95,
São Borja,4318002,são borjense,JOSÉ LUIZ RODRIGUES MACHADO,3616.674,59676,16.50,61323,97.5,0.736,8.36,390357052.86,371853084.2,43012.23,
São Domingos do Sul,4318051,são-dominguense,JONAS TIBOLA,78.670,2754,35.01,2808,99.1,0.763,-,33320072.94,29737067.51,39933.74,
São Francisco de Assis,4318101,assisense,RUBEMAR PAULINHO SALBEGO,2534.789,17618,7.03,17949,98,0.675,-,118889212.11,111568686.07,44473.17,
São Francisco de Paula,4318200,serrano,THIAGO CARNIEL TEIXEIRA,3317.794,21893,6.60,22373,96.8,0.685,11.67,174133082.92,147775839.64,46934.89,
São Gabriel,4318309,gabrielense,LUCAS GONÇALVES MENEZES,5053.460,58487,11.57,60102,96.9,0.699,14.06,339766982.91,294245748.32,43790.22,
São Jerônimo,4318408,jeronimense,JÚLIO CESAR PRATES CUNHA,935.596,21028,22.48,21421,96,0.696,8.85,123467553.67,113709616.3,27148.45,
São João da Urtiga,4318424,urtiguense,CEZAR OLIMPIO ZANDONA,171.504,4461,26.08,4549,98.7,0.694,-,42305607.31,36016870.67,39815.86,
São João do Polêsine,4318432,polesinense,JAQUELINE MARIA SCHMITZ MILANESI,78.320,2649,33.82,2707,99,0.748,-,41036627.33,31820624.99,41347.83,
São Jorge,4318440,são-jorgense,DANILO SALVALAGGIO,125.731,2912,23.18,2976,98.4,0.732,-,35609651.45,31589193.72,47482.38,
São José das Missões,4318457,são-josezense,GILMAR WEBER TOLFO,98.125,2362,24.07,2403,99,0.651,-,33115729.22,30218607.21,37475,
São José do Herval,4318465,hervalense,JOVANI BOZETTI,102.912,1902,18.48,1934,95.3,0.717,-,36805326.84,34711561.67,30835.69,
São José do Hortêncio,4318481,hortenciense,ESTER ELISA DILL KOCH,63.709,4447,69.80,4551,99.5,0.707,26.32,45204284.73,37409276.28,23936.9,
São José do Inhacorá,4318499,inhacoraense,ADEMIR JOSÉ SCHNEIDER,77.732,2406,30.95,2463,99.5,0.747,38.46,40153216.43,32615765.28,90094.6,
São José do Norte,4318507,nortense,NEROMAR DE ARAUJO GUIMARÃES,1072.338,25443,23.74,26245,96.6,0.623,7.69,160957418.32,141545485.22,28446.79,
São José do Ouro,4318606,ourense,VILMAR DE BIASI,335.215,6834,20.38,6978,100,0.755,-,48950811.06,41598685.77,66997.04,
São José do Sul,4318614,são josense do sul,JULIANE MARIA BENDER,54.764,2380,43.46,2440,96.7,0.725,-,36443590.03,33807172.45,38156.8,
São José dos Ausentes,4318622,ausentino,JOSÉ CARLOS PEREIRA BECKER,1173.907,4172,3.55,4286,98.5,0.663,-,58076143.75,52639244.58,43728.9,
São Leopoldo,4318705,leopoldense,HELIOMAR ATHAYDES FRANCO,103.009,217409,2110.58,225669,96.8,0.739,13.84,1762847782.47,1663440860.53,45159.57,
São Lourenço do Sul,4318804,lourenciano,ZELMUTE OLIVEIRA PERES MARTEN,2039.257,41989,20.62,43283,97.6,0.687,12.25,277257162.06,235152818.5,39103.99,
São Luiz Gonzaga,4318903,são-luizense,JOSÉ ANTÔNIO FLACH WERLE,1296.773,34752,26.82,35858,98.8,0.741,16.39,211234164.3,209212524.53,57474.25,
São Marcos,4319000,são-marquense,VOLMIR NAZARENO RECH,256.159,21084,82.31,21537,98.4,0.768,10.53,164811961.2,148088983.44,52647.06,
São Martinho,4319109,são-martinhense,JEANCARLO HUNHOFF,171.245,5481,32.01,5589,99.1,0.726,14.49,55586640.24,50207616.21,66347.14,
São Martinho da Serra,4319125,martinhense,ROBSON FLORES DA TRINDADE,669.547,2860,4.27,2911,99.8,0.652,-,41792887.88,32081394.36,104119.72,
São Miguel das Missões,4319158,miguelino,LUIZ RODRIGO RIBAS,1228.910,7056,5.74,7196,97.2,0.667,19.8,72526927.71,63245196.66,112835.1,
São Nicolau,4319208,são-nicolauense,RAFAEL GODOIS DA SILVA,497.446,5118,10.54,5248,96.8,0.645,16.39,44200868.66,46448626.91,44254.79,
São Paulo das Missões,4319307,paulista-das-missões,OBERDAN LUIS RHODEN,222.504,5846,26.10,5948,98.5,0.692,-,50441715.89,49087552.62,35470,
São Pedro da Serra,4319356,são-pedrense,LUIZ AUGUSTO HARTMANN,37.631,3548,100.78,3614,98.3,0.739,-,43742164.19,35268064.47,29174.82,
São Pedro das Missões,4319364,são pedrense,RAFAEL FUMAGALLI E SILVA,79.894,1757,21.99,1791,99,0.664,34.48,28610994.65,24915933.15,56383.85,
São Pedro do Butiá,4319372,são-butiaiense,NARCISO LUIS LENZ,107.394,3070,28.54,3139,100,0.763,31.25,40527327.59,36971369.86,54801.17,
São Pedro do Sul,4319406,são-pedrense,FERNANDO PILAR CEZAR,873.394,15577,17.84,15870,97.2,0.709,13.25,96186982.18,92639075.63,33059.31,
São Sebastião do Caí,4319505,caiense,JOÃO MARCOS DUARTE GUARÁ,113.097,24428,213.73,24883,99.2,0.739,11.54,178371046.62,164385548.17,34381.59,
São Sepé,4319604,sepense,MARCELO FARIA ELLWANGER,2204.779,21219,9.62,21575,97.3,0.708,4.76,151236847.69,154686614.91,56671.05,
São Valentim,4319703,valentinense,ALBERTINHO DASSOLER,154.450,3264,21.13,3324,99.1,0.720,-,37808622.98,35085108.45,42093.07,
São Valentim do Sul,4319711,são-valentinense,MOISES CAVANUS,91.898,2207,24.02,2255,98,0.764,-,36498283.53,34868445.87,42515.69,
São Valério do Sul,4319737,são-valerense,CLOVIS TABORDA PADILHA,107.402,2543,23.68,2594,94.3,0.642,27.03,33724015.37,30196647.57,33099.83,
São Vendelino,4319752,são-vendelinense,REGIS PAULO FRITZEN,31.899,2251,70.49,2306,100,0.754,-,56540521.7,52590093.41,41847.5,
São Vicente do Sul,4319802,vicentino,FERNANDO DA ROSA PAHIM,1174.225,8097,6.89,8259,98.2,0.685,11.36,74818305.75,63571653.95,83568.15,
Sapiranga,4319901,sapiranguense,CARINA PATRÍCIA NATH CORREA,137.759,75648,554.31,77898,97.6,0.711,5.72,483908094.51,401769674.88,44906.27,
Sapucaia do Sul,4320008,sapucaiense,VOLMIR RODRIGUES,58.247,132107,2268.05,136542,97.4,0.726,9.33,737735345.18,610198748,29500.52,
Sarandi,4320107,sarandiense,PABLO LUIZ ALIEVI MARI,351.718,22851,64.97,23356,98.2,0.777,5.76,165822338.15,157561592.37,51915.53,
Seberi,4320206,seberiense,ADILSON ADAM BALESTRIN,301.032,11950,39.72,12313,98.1,0.723,5.32,94622732.45,85054633.13,57805.09,
Sede Nova,4320230,sede-novense,PEDRO AMAURI WERNER,119.312,2704,22.66,2753,99,0.712,41.67,44837344.6,44645737.91,54794.43,
Segredo,4320263,segredense,CLAUDIO ANTONIO TREVISAN,245.170,6009,24.51,6107,98.5,0.659,14.71,49473067.63,45376893.39,21846.87,
Selbach,4320305,selbaquense,MICHAEL KUHN,176.470,5107,28.94,5220,99.7,0.777,20.83,54555835.32,39653158.84,73361.94,
Senador Salgado Filho,4320321,salgadofilhense,HUGO JONAS NESKE,147.097,2673,18.18,2726,96.9,0.693,-,33236096.96,31189901.04,53987.11,
Sentinela do Sul,4320354,sentinelense,JULIO CESAR CARVALHO,282.130,5306,18.81,5422,99.5,0.671,-,39434044.05,32521288.56,24182.11,
Serafina Corrêa,4320404,serafinense,DANIEL MORANDI,163.310,16961,103.86,17379,97.9,0.760,4.65,152214467.31,131638834.62,43283.1,
Sério,4320453,seriense,SIDINEI MOISES DE FREITAS,105.428,1941,19.78,2093,97,0.652,-,32696661.1,31093888.1,31535.66,
Sertão,4320503,sertanense,HOMERO FOCHESATTO,440.631,5541,12.58,5637,97.4,0.751,15.63,58849711.3,50883356.06,102394.85,
Sertão Santana,4320552,sertanense,RENATO ADÃO BURCHERT,252.013,5863,23.26,5988,97.8,0.689,-,49526629.72,39226796.85,47793.25,
Sete de Setembro,4320578,setembrense,NELSON PALINSKI,131.660,1830,14.16,1884,99.1,0.683,-,33166915.47,27342310.25,54712.96,
Severiano de Almeida,4320602,severianense,JAIR KAMMLER,167.598,3406,20.32,3467,97.7,0.752,-,50206410.47,41732353.86,41422.91,
Silveira Martins,4320651,sillveirense,SADI TOLFO,119.285,2028,17.00,2060,99.2,0.742,-,37168907.48,34278375.76,36630,
